USER_ID,EDAD,GENERO,CIUDAD,NOMBRE,APELLIDO,ESTADO_CIVIL,EMAIL,TELEFONO,VIGENCIA_DESDE,VIGENCIA_HASTA,Cedula,MARCA,MODELO,PUERTAS,TIPO,PRECIO,ANO,KILOMETRAJE,PRECIO_POLIZA,CARRO
11021,49,MASCULINO,Sogamoso,JUAN MANUEL,CALVO,CASADO,juanmanuel.calvo25@workmail.com,3161621266,2019-05-18 14:30:00,2024-04-14 22:30:00,54.920.042,Volkswagen,Beetle,4,Hatchback,76500000,2013,118338,5825000,Volkswagen Beetle 2013
11022,34,FEMENINO,Cali,EVA,SERRANO,CASADO,eva.serrano57@workmail.com,3056012970,2019-04-12 20:00:00,2024-04-10 17:30:00,62.386.406,Volkswagen,Amarok,4,Camioneta,91000000,2012,221446,6550000,Volkswagen Amarok 2012
11023,42,FEMENINO,Sincelejo,LUCIA,GIL,CASADO,lucia.gil36@workmail.com,3104297628,2019-06-21 06:30:00,2024-03-27 00:00:00,60.337.007,Chevrolet,Aveo,4,Sedan,22000000,2014,128092,3100000,Chevrolet Aveo 2014
11024,46,FEMENINO,Rionegro,VICTORIA,SOTO,CASADO,victoria.soto86@workmail.com,3111442249,2019-03-03 20:30:00,2024-03-16 11:30:00,56.160.656,Ford,Fiesta,4,Hatchback,57000000,2014,158728,4850000,Ford Fiesta 2014
11025,28,MASCULINO,Popayan,MIGUEL,MOLINA,SOLTERO,miguel.molina08@workmail.com,3107689635,2019-06-14 23:00:00,2023-12-20 05:00:00,77.822.839,Ford,Fiesta,4,Hatchback,58000000,2016,65179,4900000,Ford Fiesta 2016
11026,43,FEMENINO,Jamundi,MARTINA,MARIN,SOLTERO,martina.marin45@workmail.com,3111099433,2019-01-01 20:00:00,2024-06-06 13:00:00,53.217.872,Toyota,4Runner,4,Camioneta,178500000,2017,61404,10925000,Toyota 4Runner 2017
11027,48,FEMENINO,Manaure,MARIA NIEVES,CRUZ,SOLTERO,marianieves.cruz36@workmail.com,3008264211,2019-01-22 21:00:00,2024-06-21 06:30:00,84.324.597,Volkswagen,Gol,4,Hatchback,32000000,2014,167762,3600000,Volkswagen Gol 2014
11028,41,FEMENINO,Manizales,DANIELA,NUÑEZ,SOLTERO,daniela.nuñez58@workmail.com,3155576665,2019-02-27 15:30:00,2024-01-10 06:00:00,54.197.127,Nissan,Pathfinder,4,Camioneta,126000000,2012,59312,8300000,Nissan Pathfinder 2012
11029,52,MASCULINO,Barrancabermeja,JOSE RAMON,CASTILLO,CASADO,joseramon.castillo67@workmail.com,3008379742,2019-05-16 12:00:00,2024-04-23 08:30:00,73.305.334,Ford,Ranger,4,Camioneta,117000000,2014,107880,7850000,Ford Ranger 2014
11030,52,MASCULINO,Valledupar,ALBERTO,GIL,SOLTERO,alberto.gil16@workmail.com,3185055383,2019-02-15 00:30:00,2024-03-20 16:30:00,62.311.747,Volkswagen,Jetta,4,Sedan,83000000,2016,72153,6150000,Volkswagen Jetta 2016
11031,31,FEMENINO,Jamundi,JULIA,DELGADO,SOLTERO,julia.delgado88@workmail.com,3011481160,2019-01-24 23:30:00,2024-03-12 06:30:00,74.735.317,Volkswagen,Amarok,4,Camioneta,92000000,2014,136551,6600000,Volkswagen Amarok 2014
11032,43,MASCULINO,Manizales,ALBERT,SANTANA,CASADO,albert.santana48@workmail.com,3053001661,2019-01-31 07:00:00,2024-04-02 07:30:00,77.508.830,Kia,Picanto,4,Hatchback,29500000,2013,214352,3475000,Kia Picanto 2013
11034,37,FEMENINO,Soacha,VICTORIA,MARQUEZ,CASADO,victoria.marquez25@workmail.com,3009581399,2018-12-26 12:30:00,2024-06-14 23:00:00,88.937.815,Volkswagen,Gol,4,Hatchback,32000000,2014,147213,3600000,Volkswagen Gol 2014
11035,42,FEMENINO,Valledupar,ALEJANDRA,NUÑEZ,SOLTERO,alejandra.nuñez08@workmail.com,3164176825,2019-06-02 08:00:00,2024-05-31 05:30:00,59.431.394,Ford,Fiesta,4,Hatchback,57000000,2014,149756,4850000,Ford Fiesta 2014
11036,27,MASCULINO,Cali,RODRIGO,ROJAS,CASADO,rodrigo.rojas38@workmail.com,3012327567,2019-02-06 14:30:00,2024-03-01 18:00:00,65.113.006,Toyota,4Runner,4,Camioneta,179000000,2018,43323,10950000,Toyota 4Runner 2018
11037,43,MASCULINO,Palmira,GONZALO,SANCHEZ,CASADO,gonzalo.sanchez67@workmail.com,3157371892,2019-06-19 04:00:00,2024-04-10 17:30:00,77.301.727,Chevrolet,Optra,4,Sedan,26500000,2017,55031,3325000,Chevrolet Optra 2017
11038,40,MASCULINO,Soledad,SALVADOR,RUBIO,SOLTERO,salvador.rubio28@workmail.com,3203392661,2019-02-10 19:30:00,2024-01-12 08:30:00,53.009.528,Kia,Sorento,4,Camioneta,126500000,2013,157109,8325000,Kia Sorento 2013
11039,34,FEMENINO,Turbo,FATIMA,BRAVO,SOLTERO,fatima.bravo88@workmail.com,3158972702,2019-01-31 07:00:00,2024-03-03 20:30:00,51.847.571,Kia,Picanto,4,Hatchback,31000000,2016,111709,3550000,Kia Picanto 2016
11040,39,FEMENINO,Manizales,MARINA,DOMINGUEZ,CASADO,marina.dominguez05@workmail.com,3187384642,2018-12-24 10:00:00,2024-03-20 16:30:00,72.128.027,Mazda,Allegro,4,Sedan,12500000,2015,134654,2625000,Mazda Allegro 2015
11041,36,MASCULINO,Medellin,SANTIAGO,DELGADO,CASADO,santiago.delgado88@workmail.com,3002023169,2018-12-20 05:00:00,2024-03-08 01:30:00,73.921.158,Volkswagen,Golf,4,Hatchback,74000000,2014,127239,5700000,Volkswagen Golf 2014
11042,39,FEMENINO,Duitama,MARIA JOSE,FERNANDEZ,SOLTERO,mariajose.fernandez55@workmail.com,3156497888,2019-06-14 23:00:00,2024-06-10 18:00:00,76.272.929,Toyota,4Runner,4,Camioneta,178500000,2017,27884,10925000,Toyota 4Runner 2017
11043,45,FEMENINO,Cali,ALICIA,CABRERA,CASADO,alicia.cabrera67@workmail.com,3118987262,2019-02-19 05:30:00,2024-04-10 17:30:00,79.497.431,Volkswagen,Gol,4,Hatchback,32500000,2015,101010,3625000,Volkswagen Gol 2015
11044,31,FEMENINO,Villa del Rosario,CONSUELO,NUÑEZ,SOLTERO,consuelo.nuñez88@workmail.com,3108105848,2019-05-22 19:30:00,2024-04-23 08:30:00,50.993.260,Ford,Escape,4,Camioneta,87000000,2014,142184,6350000,Ford Escape 2014
11045,52,MASCULINO,Valledupar,RODRIGO,MENDEZ,SOLTERO,rodrigo.mendez46@workmail.com,3186712666,2019-01-12 08:30:00,2024-02-08 17:00:00,89.247.913,Nissan,March,4,Hatchback,43000000,2016,95159,4150000,Nissan March 2016
11046,24,MASCULINO,Palmira,GONZALO,SANTOS,CASADO,gonzalo.santos78@workmail.com,3159242671,2019-01-31 07:00:00,2024-05-29 03:00:00,60.210.682,Mazda,Seis,4,Sedan,107000000,2014,132906,7350000,Mazda Seis 2014
11047,62,FEMENINO,Sincelejo,YOLANDA,LORENZO,CASADO,yolanda.lorenzo48@workmail.com,3051029707,2019-01-08 03:30:00,2024-05-29 03:00:00,86.948.016,Toyota,Fortuner,4,Camioneta,136000000,2012,152780,8800000,Toyota Fortuner 2012
11048,34,MASCULINO,Dosquebradas,FELIPE,PARRA,CASADO,felipe.parra57@workmail.com,3003640246,2019-04-04 10:00:00,2024-03-20 16:30:00,67.188.010,Volkswagen,Jetta,4,Sedan,84000000,2018,48075,6200000,Volkswagen Jetta 2018
11049,43,MASCULINO,Monteria,JAIME,HERNANDEZ,SOLTERO,jaime.hernandez67@workmail.com,3052275208,2019-05-01 18:30:00,2024-04-04 10:00:00,63.484.313,Volkswagen,Gol,4,Hatchback,31500000,2013,152526,3575000,Volkswagen Gol 2013
11050,31,MASCULINO,Manaure,ALFREDO,SOLER,SOLTERO,alfredo.soler77@workmail.com,3209372649,2019-01-29 04:30:00,2024-01-24 23:30:00,68.256.631,Mazda,Tres,4,Sedan,71500000,2013,147223,5575000,Mazda Tres 2013
11051,37,FEMENINO,Cucuta,CONCEPCION,CANO,CASADO,concepcion.cano68@workmail.com,3188531778,2019-04-29 16:00:00,2024-05-01 18:30:00,88.015.110,Nissan,March,4,Hatchback,41500000,2013,177422,4075000,Nissan March 2013
11052,30,MASCULINO,Soledad,EDUARDO,ALVAREZ,SOLTERO,eduardo.alvarez66@workmail.com,3207993685,2019-01-03 22:30:00,2024-05-24 22:00:00,75.812.746,Toyota,Corolla,4,Sedan,73000000,2012,177757,5650000,Toyota Corolla 2012
11053,38,MASCULINO,Apartado,FELIX,FERRER,SOLTERO,felix.ferrer08@workmail.com,3102242349,2019-04-12 20:00:00,2024-01-10 06:00:00,79.031.386,Renault,Clio,4,Hatchback,19000000,2012,146809,2950000,Renault Clio 2012
11054,42,MASCULINO,Manizales,JUAN,ROJAS,SOLTERO,juan.rojas18@workmail.com,3206405943,2019-04-14 22:30:00,2024-03-08 01:30:00,53.275.735,Mazda,Allegro,4,Sedan,12500000,2015,136214,2625000,Mazda Allegro 2015
11055,21,MASCULINO,Tunja,HUGO,MUÑOZ,SOLTERO,hugo.muñoz28@workmail.com,3104579116,2019-03-20 16:30:00,2024-03-01 18:00:00,67.423.505,Chevrolet,Aveo,4,Sedan,21500000,2013,137412,3075000,Chevrolet Aveo 2013
11056,47,MASCULINO,Santander de Quilichao,JOSE IGNACIO,REYES,SOLTERO,joseignacio.reyes26@workmail.com,3181712035,2019-03-14 09:00:00,2024-03-05 23:00:00,75.602.156,Kia,Cerato,4,Sedan,66500000,2013,174410,5325000,Kia Cerato 2013
11057,44,FEMENINO,Armenia,EMILIA,DELGADO,SOLTERO,emilia.delgado88@workmail.com,3181858842,2019-01-24 23:30:00,2024-03-12 06:30:00,82.072.147,Nissan,Sentra,4,Sedan,61000000,2012,193958,5050000,Nissan Sentra 2012
11058,18,FEMENINO,Sincelejo,BEATRIZ,CAMPOS,SOLTERO,beatriz.campos66@workmail.com,3105487550,2019-02-19 05:30:00,2024-03-31 05:00:00,59.308.327,Mazda,CX5,4,Camioneta,117000000,2014,117233,7850000,Mazda CX5 2014
11059,52,FEMENINO,Buenaventura,MARIA ANTONIA,VICENTE,CASADO,mariaantonia.vicente85@workmail.com,3002744854,2019-04-06 12:30:00,2024-05-03 21:00:00,60.019.870,Kia,Sorento,4,Camioneta,129500000,2019,33233,8475000,Kia Sorento 2019
11060,36,FEMENINO,Florencia,MARIA ROSARIO,GALLEGO,CASADO,mariarosario.gallego98@workmail.com,3169099844,2019-05-16 12:00:00,2024-03-18 14:00:00,70.291.352,Toyota,4Runner,4,Camioneta,176500000,2013,83319,10825000,Toyota 4Runner 2013
11061,49,MASCULINO,Armenia,EMILIO,MEDINA,CASADO,emilio.medina05@workmail.com,3005876610,2019-03-31 05:00:00,2024-02-17 03:00:00,56.250.194,Ford,EcoSport,4,Camioneta,67000000,2014,95230,5350000,Ford EcoSport 2014
11062,27,FEMENINO,Cartagena,CARLA,ROMERO,CASADO,carla.romero65@workmail.com,3206593082,2019-01-01 20:00:00,2023-12-18 02:30:00,74.700.463,Kia,Cerato,4,Sedan,68000000,2016,92787,5400000,Kia Cerato 2016
11063,39,FEMENINO,Popayan,MARIA ISABEL,PARRA,CASADO,mariaisabel.parra77@workmail.com,3113506290,2019-06-27 14:00:00,2024-05-03 21:00:00,72.645.850,Toyota,Corolla,4,Sedan,74500000,2015,104187,5725000,Toyota Corolla 2015
11064,37,MASCULINO,Tunja,DANIEL,MARTINEZ,CASADO,daniel.martinez38@workmail.com,3006712282,2019-03-08 01:30:00,2024-03-22 19:00:00,81.343.380,Volkswagen,Jetta,4,Sedan,80500000,2011,225647,6025000,Volkswagen Jetta 2011
11065,43,FEMENINO,Manizales,MONICA,HIDALGO,SOLTERO,monica.hidalgo36@workmail.com,3155201142,2019-02-21 08:00:00,2024-05-22 19:30:00,67.393.096,Mazda,Tres,4,Sedan,70000000,2010,236436,5500000,Mazda Tres 2010
11066,31,FEMENINO,Neiva,ANDREA,PASTOR,CASADO,andrea.pastor88@workmail.com,3018239313,2019-01-16 13:30:00,2024-02-02 09:30:00,88.860.622,Nissan,Frontier,4,Camioneta,67000000,2014,95786,5350000,Nissan Frontier 2014
11067,21,FEMENINO,Valledupar,ANA BELEN,NIETO,CASADO,anabelen.nieto77@workmail.com,3182489234,2019-02-06 14:30:00,2024-04-29 16:00:00,61.278.173,Mazda,BT-50,4,Camioneta,8500000,2015,83758,2425000,Mazda BT-50 2015
11068,42,MASCULINO,Manizales,DOMINGO,RAMIREZ,CASADO,domingo.ramirez87@workmail.com,3182413069,2019-06-17 01:30:00,2023-12-18 02:30:00,77.267.759,Mazda,Seis,4,Sedan,107000000,2014,128375,7350000,Mazda Seis 2014
11069,48,FEMENINO,Neiva,MARTA,PASCUAL,SOLTERO,marta.pascual25@workmail.com,3016477019,2019-03-22 19:00:00,2024-05-12 07:00:00,70.293.978,Kia,Picanto,4,Hatchback,29500000,2013,102977,3475000,Kia Picanto 2013
11070,46,FEMENINO,Barranquilla,MARIA ROSA,MARQUEZ,SOLTERO,mariarosa.marquez45@workmail.com,3101329266,2019-04-14 22:30:00,2023-12-24 10:00:00,72.370.925,Renault,Logan,4,Sedan,37000000,2008,246138,3850000,Renault Logan 2008
11071,30,MASCULINO,Armenia,JOSEP,ARIAS,CASADO,josep.arias68@workmail.com,3187449984,2019-02-21 08:00:00,2024-01-27 02:00:00,54.608.695,Ford,EcoSport,4,Camioneta,66500000,2013,117144,5325000,Ford EcoSport 2013
11072,51,MASCULINO,Popayan,MIGUEL ANGEL,PRIETO,CASADO,miguelangel.prieto35@workmail.com,3102807481,2019-05-27 00:30:00,2024-04-08 15:00:00,65.736.458,Renault,Duster,4,Camioneta,42500000,2015,107276,4125000,Renault Duster 2015
11073,39,MASCULINO,Monteria,LUCAS,GIMENEZ,CASADO,lucas.gimenez47@workmail.com,3058968927,2019-06-17 01:30:00,2023-12-28 15:00:00,52.026.970,Mazda,Seis,4,Sedan,108500000,2017,43459,7425000,Mazda Seis 2017
11074,32,MASCULINO,Manizales,LUCAS,IBAÑEZ,CASADO,lucas.ibañez88@workmail.com,3164765110,2019-03-24 21:30:00,2024-02-19 05:30:00,54.233.527,Mazda,Allegro,4,Sedan,11500000,2013,201241,2575000,Mazda Allegro 2013
11075,37,MASCULINO,Chia,HECTOR,DIAZ,CASADO,hector.diaz66@workmail.com,3155508454,2019-06-06 13:00:00,2024-01-14 11:00:00,62.412.532,Volkswagen,Jetta,4,Sedan,82000000,2014,132417,6100000,Volkswagen Jetta 2014
11076,42,MASCULINO,Neiva,DAVID,RAMIREZ,SOLTERO,david.ramirez97@workmail.com,3014632992,2019-03-05 23:00:00,2024-02-23 10:30:00,73.399.978,Renault,Sandero,4,Hatchback,37000000,2014,192280,3850000,Renault Sandero 2014
11077,60,FEMENINO,Tulua,EMILIA,VELASCO,CASADO,emilia.velasco28@workmail.com,3181795935,2019-03-12 06:30:00,2024-01-10 06:00:00,54.768.905,Chevrolet,Captiva,4,Camioneta,81000000,2016,75858,6050000,Chevrolet Captiva 2016
11078,46,MASCULINO,Tierralta,JORGE,AGUILAR,SOLTERO,jorge.aguilar35@workmail.com,3163849654,2019-03-18 14:00:00,2024-06-08 15:30:00,77.488.144,Mazda,Tres,4,Sedan,71500000,2013,201203,5575000,Mazda Tres 2013
11079,40,FEMENINO,Giron,CARMEN,SAEZ,CASADO,carmen.saez55@workmail.com,3181570592,2019-01-22 21:00:00,2024-06-21 06:30:00,88.880.182,Mazda,CX5,4,Camioneta,118000000,2016,95088,7900000,Mazda CX5 2016
11080,31,MASCULINO,Lorica,JOSE MANUEL,ORTIZ,CASADO,josemanuel.ortiz28@workmail.com,3155355887,2019-04-06 12:30:00,2024-05-20 17:00:00,66.305.011,Renault,Duster,4,Camioneta,43000000,2016,80550,4150000,Renault Duster 2016
11081,35,MASCULINO,Yopal,OSCAR,VARGAS,CASADO,oscar.vargas75@workmail.com,3117560439,2019-03-20 16:30:00,2024-06-21 06:30:00,53.184.278,Volkswagen,Beetle,4,Hatchback,75000000,2010,77844,5750000,Volkswagen Beetle 2010
11082,49,MASCULINO,Valledupar,HECTOR,SERRANO,SOLTERO,hector.serrano77@workmail.com,3108140830,2019-04-08 15:00:00,2024-05-05 23:30:00,64.658.142,Mazda,Seis,4,Sedan,107500000,2015,107543,7375000,Mazda Seis 2015
11083,44,MASCULINO,Cali,JOSE FRANCISCO,SOTO,SOLTERO,josefrancisco.soto06@workmail.com,3002932361,2019-06-06 13:00:00,2024-05-31 05:30:00,52.179.154,Toyota,Corolla,4,Sedan,75000000,2016,93590,5750000,Toyota Corolla 2016
11084,41,MASCULINO,Rionegro,JOSE IGNACIO,AGUILAR,SOLTERO,joseignacio.aguilar25@workmail.com,3113674035,2019-02-19 05:30:00,2024-05-27 00:30:00,89.916.766,Chevrolet,Sail,4,Sedan,31000000,2012,200371,3550000,Chevrolet Sail 2012
11085,18,FEMENINO,Manizales,ROSARIO,NAVARRO,CASADO,rosario.navarro66@workmail.com,3113249388,2019-06-25 11:30:00,2024-03-05 23:00:00,88.737.775,Volkswagen,Beetle,4,Hatchback,78500000,2017,45034,5925000,Volkswagen Beetle 2017
11086,56,MASCULINO,Buenaventura,JOSE LUIS,VICENTE,SOLTERO,joseluis.vicente85@workmail.com,3112163410,2019-04-27 13:30:00,2024-04-08 15:00:00,72.722.090,Volkswagen,Golf,4,Hatchback,75000000,2016,66018,5750000,Volkswagen Golf 2016
11087,30,MASCULINO,Envigado,JAIME,CALVO,CASADO,jaime.calvo45@workmail.com,3188464305,2019-02-23 10:30:00,2024-02-12 22:00:00,83.556.947,Ford,Ranger,4,Camioneta,116500000,2013,163375,7825000,Ford Ranger 2013
11088,46,MASCULINO,Yopal,IVAN,MARQUEZ,SOLTERO,ivan.marquez35@workmail.com,3186216927,2019-02-19 05:30:00,2023-12-24 10:00:00,67.217.092,Ford,Escape,4,Camioneta,86000000,2012,141319,6300000,Ford Escape 2012
11089,49,FEMENINO,Dosquebradas,MARIA SOLEDAD,VELASCO,SOLTERO,mariasoledad.velasco88@workmail.com,3151175711,2019-01-16 13:30:00,2024-04-23 08:30:00,59.010.398,Volkswagen,Beetle,4,Hatchback,75000000,2010,262976,5750000,Volkswagen Beetle 2010
11090,40,FEMENINO,Sogamoso,ANDREA,CABRERA,SOLTERO,andrea.cabrera17@workmail.com,3019019411,2019-04-10 17:30:00,2024-02-17 03:00:00,82.496.932,Kia,Sportage,4,Camioneta,83500000,2011,198854,6175000,Kia Sportage 2011
11091,38,FEMENINO,Neiva,PILAR,FUENTES,CASADO,pilar.fuentes58@workmail.com,3016460796,2019-01-18 16:00:00,2023-12-16 00:00:00,76.449.672,Renault,Twingo,2,Hatchback,18500000,2013,183012,2925000,Renault Twingo 2013
11092,57,FEMENINO,Neiva,SILVIA,LORENZO,CASADO,silvia.lorenzo48@workmail.com,3205325052,2019-04-02 07:30:00,2024-06-19 04:00:00,53.569.716,Mazda,Allegro,4,Sedan,14000000,2018,42823,2700000,Mazda Allegro 2018
11093,32,MASCULINO,Tulua,HUGO,PASCUAL,SOLTERO,hugo.pascual25@workmail.com,3159987616,2019-06-19 04:00:00,2023-12-22 07:30:00,74.555.473,Toyota,Corolla,4,Sedan,74000000,2014,155764,5700000,Toyota Corolla 2014
11094,39,MASCULINO,Valledupar,MANUEL,SANTOS,SOLTERO,manuel.santos98@workmail.com,3008708990,2019-06-06 13:00:00,2024-01-29 04:30:00,78.544.675,Renault,Sandero,4,Hatchback,37500000,2015,120692,3875000,Renault Sandero 2015
11095,24,MASCULINO,Cartago,ADRIAN,GONZALEZ,SOLTERO,adrian.gonzalez07@workmail.com,3113146630,2018-12-30 17:30:00,2024-01-31 07:00:00,62.027.740,Volkswagen,Golf,4,Hatchback,76500000,2019,28939,5825000,Volkswagen Golf 2019
11097,21,MASCULINO,Buenaventura,JOSEP,LEON,CASADO,josep.leon75@workmail.com,3205593536,2019-02-10 19:30:00,2023-12-20 05:00:00,60.232.874,Volkswagen,Jetta,4,Sedan,81500000,2013,95135,6075000,Volkswagen Jetta 2013
11098,43,MASCULINO,Neiva,CARLOS,GUERRERO,SOLTERO,carlos.guerrero08@workmail.com,3012318762,2019-02-06 14:30:00,2024-03-27 00:00:00,59.506.793,Kia,Cerato,4,Sedan,68000000,2016,80994,5400000,Kia Cerato 2016
11099,42,MASCULINO,Ipiales,CESAR,MEDINA,SOLTERO,cesar.medina45@workmail.com,3012855641,2019-04-21 06:00:00,2024-02-08 17:00:00,79.444.157,Renault,Sandero,4,Hatchback,36000000,2012,193869,3800000,Renault Sandero 2012
11100,22,FEMENINO,Cartago,CONSUELO,GALLEGO,SOLTERO,consuelo.gallego58@workmail.com,3182825463,2019-03-05 23:00:00,2023-12-24 10:00:00,74.690.987,Ford,Escape,4,Camioneta,87500000,2015,121181,6375000,Ford Escape 2015
11101,45,FEMENINO,Cienaga,ANTONIA,RODRIGUEZ,CASADO,antonia.rodriguez76@workmail.com,3161789878,2019-06-08 15:30:00,2024-02-27 15:30:00,55.073.033,Ford,Fiesta,4,Hatchback,57000000,2014,77977,4850000,Ford Fiesta 2014
11102,39,MASCULINO,Cienaga,FERNANDO,CANO,CASADO,fernando.cano88@workmail.com,3002534711,2019-01-29 04:30:00,2024-06-17 01:30:00,73.146.633,Toyota,Fortuner,4,Camioneta,137000000,2014,142163,8850000,Toyota Fortuner 2014
11103,39,FEMENINO,Barrancabermeja,MARIA DOLORES,SANCHEZ,SOLTERO,mariadolores.sanchez57@workmail.com,3113899211,2019-02-06 14:30:00,2024-03-12 06:30:00,68.500.748,Nissan,Pathfinder,4,Camioneta,128500000,2017,82046,8425000,Nissan Pathfinder 2017
11104,38,FEMENINO,Caucasia,MARIA,NIETO,CASADO,maria.nieto07@workmail.com,3188381025,2019-06-29 16:30:00,2024-05-16 12:00:00,78.748.123,Kia,Sportage,4,Camioneta,86500000,2017,52861,6325000,Kia Sportage 2017
11105,22,FEMENINO,Pereira,MARINA,NAVARRO,SOLTERO,marina.navarro06@workmail.com,3157582174,2019-06-08 15:30:00,2024-03-18 14:00:00,54.697.951,Nissan,Pathfinder,4,Camioneta,126500000,2013,221830,8325000,Nissan Pathfinder 2013
11106,18,MASCULINO,Sabanalarga,RODRIGO,PASCUAL,CASADO,rodrigo.pascual55@workmail.com,3157492848,2019-02-23 10:30:00,2024-02-27 15:30:00,71.152.990,Mazda,Tres,4,Sedan,72500000,2015,102674,5625000,Mazda Tres 2015
11107,36,MASCULINO,Soledad,JOSE MANUEL,RUBIO,CASADO,josemanuel.rubio88@workmail.com,3163223625,2019-04-25 11:00:00,2024-03-01 18:00:00,63.673.928,Mazda,BT-50,4,Camioneta,8000000,2014,73677,2400000,Mazda BT-50 2014
11108,53,FEMENINO,Popayan,ANA BELEN,ALONSO,CASADO,anabelen.alonso98@workmail.com,3015127174,2018-12-16 00:00:00,2024-05-01 18:30:00,56.160.095,Mazda,CX5,4,Camioneta,117500000,2015,145594,7875000,Mazda CX5 2015
11109,41,MASCULINO,Soledad,JULIAN,GARCIA,SOLTERO,julian.garcia16@workmail.com,3162669535,2019-03-31 05:00:00,2024-05-18 14:30:00,54.695.594,Mazda,Allegro,4,Sedan,13000000,2016,84063,2650000,Mazda Allegro 2016
11110,54,FEMENINO,Guadalajara de Buga,LAURA,BRAVO,SOLTERO,laura.bravo98@workmail.com,3162120455,2019-05-01 18:30:00,2024-04-04 10:00:00,71.753.958,Volkswagen,Amarok,4,Camioneta,92000000,2014,115426,6600000,Volkswagen Amarok 2014
11111,43,MASCULINO,Bello,ALBERT,IBAÑEZ,CASADO,albert.ibañez88@workmail.com,3015734291,2019-04-21 06:00:00,2024-03-27 00:00:00,52.818.343,Renault,Sandero,4,Hatchback,37500000,2015,57489,3875000,Renault Sandero 2015
11112,29,FEMENINO,Sincelejo,ANDREA,CAMPOS,SOLTERO,andrea.campos76@workmail.com,3109190168,2019-05-27 00:30:00,2024-06-02 08:00:00,72.027.172,Renault,Logan,4,Sedan,40500000,2015,72288,4025000,Renault Logan 2015
11113,34,FEMENINO,Cucuta,DANIELA,CARMONA,CASADO,daniela.carmona48@workmail.com,3206347885,2019-01-29 04:30:00,2024-06-19 04:00:00,52.644.860,Renault,Twingo,2,Hatchback,19500000,2015,83424,2975000,Renault Twingo 2015
11114,35,FEMENINO,Manizales,MARIA JOSEFA,VEGA,CASADO,mariajosefa.vega86@workmail.com,3209271881,2019-01-10 06:00:00,2024-03-31 05:00:00,72.590.583,Mazda,Tres,4,Sedan,72500000,2015,55830,5625000,Mazda Tres 2015
11115,42,FEMENINO,Pasto,MARTINA,PASCUAL,CASADO,martina.pascual05@workmail.com,3101423590,2019-04-14 22:30:00,2024-05-12 07:00:00,86.868.547,Toyota,4Runner,4,Camioneta,177500000,2015,107039,10875000,Toyota 4Runner 2015
11116,28,MASCULINO,Neiva,IKER,DIAZ,CASADO,iker.diaz06@workmail.com,3205884586,2019-02-08 17:00:00,2024-02-02 09:30:00,56.562.873,Kia,Sportage,4,Camioneta,86500000,2017,57524,6325000,Kia Sportage 2017
11117,47,MASCULINO,Ibague,ROBERTO,BLANCO,SOLTERO,roberto.blanco07@workmail.com,3205974545,2019-03-10 04:00:00,2024-02-19 05:30:00,67.207.393,Chevrolet,Aveo,4,Sedan,21000000,2012,216859,3050000,Chevrolet Aveo 2012
11118,46,MASCULINO,Envigado,CARLOS,PARRA,CASADO,carlos.parra47@workmail.com,3001482345,2019-05-16 12:00:00,2024-04-23 08:30:00,60.732.495,Nissan,Pathfinder,4,Camioneta,127000000,2014,94752,8350000,Nissan Pathfinder 2014
11119,36,MASCULINO,Girardot,RAUL,CARMONA,CASADO,raul.carmona68@workmail.com,3002607021,2019-02-10 19:30:00,2023-12-30 17:30:00,85.897.093,Mazda,Allegro,4,Sedan,11000000,2012,160642,2550000,Mazda Allegro 2012
11120,50,FEMENINO,Villavicencio,MARGARITA,VAZQUEZ,CASADO,margarita.vazquez45@workmail.com,3182290444,2019-04-25 11:00:00,2024-03-05 23:00:00,53.559.342,Kia,Cerato,4,Sedan,67500000,2015,68132,5375000,Kia Cerato 2015
11121,29,FEMENINO,Cali,MARIA VICTORIA,GUERRERO,CASADO,mariavictoria.guerrero88@workmail.com,3116549806,2019-06-19 04:00:00,2024-04-10 17:30:00,51.285.834,Mazda,BT-50,4,Camioneta,6500000,2011,240194,2325000,Mazda BT-50 2011
11122,44,MASCULINO,Manaure,ALBERT,DURAN,SOLTERO,albert.duran25@workmail.com,3155601536,2019-05-29 03:00:00,2024-05-31 05:30:00,66.448.696,Mazda,Tres,4,Sedan,73500000,2017,41002,5675000,Mazda Tres 2017
11123,38,FEMENINO,Popayan,AMPARO,CORTES,SOLTERO,amparo.cortes16@workmail.com,3059869297,2019-01-06 01:00:00,2024-02-17 03:00:00,55.651.406,Kia,Cerato,4,Sedan,66500000,2013,108355,5325000,Kia Cerato 2013
11124,45,MASCULINO,Barranquilla,ALFREDO,PASCUAL,SOLTERO,alfredo.pascual25@workmail.com,3003983293,2019-06-10 18:00:00,2024-01-24 23:30:00,89.351.754,Volkswagen,Gol,4,Hatchback,33000000,2016,80510,3650000,Volkswagen Gol 2016
11125,35,FEMENINO,Manizales,NATALIA,DIAZ,SOLTERO,natalia.diaz46@workmail.com,3209233379,2019-01-24 23:30:00,2024-05-14 09:30:00,80.106.832,Volkswagen,Beetle,4,Hatchback,75000000,2010,196703,5750000,Volkswagen Beetle 2010
11126,34,FEMENINO,Cali,MARIA VICTORIA,CANO,SOLTERO,mariavictoria.cano28@workmail.com,3014556694,2018-12-30 17:30:00,2024-06-25 11:30:00,69.950.375,Renault,Logan,4,Sedan,41500000,2017,69697,4075000,Renault Logan 2017
